Requirement ID,Requirement,Test Module,Test Name
`R-53433 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Orchestration%20Templates%20Overview.html#R-53433>`_,A VNF's Cinder Volume Module **MUST** have a corresponding environment file,`test_env_and_yaml_same_name <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_env_and_yaml_same_name.py>`_,test_env_and_yaml_same_name
`R-53952 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Orchestration%20Template%20Format.html#R-53952>`_,"A VNF's Heat Orchestration Template's Resource
**MUST NOT** reference a HTTP-based resource definitions.",`test_no_http_resources <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_no_http_resources.py>`_,test_no_http_resources
`R-54171 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Parameters.html#R-54171>`_,"When the VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property ``name`` parameter is defined as a ``string``,
the parameter name **MUST** follow the naming convention

* ``{vm-type}_name_{index}``

where ``{index}`` is a numeric value that **MUST** start at
zero in a VNF's Heat Orchestration Template and **MUST** increment by one.",`test_nova_server_name_parameters_start_at_0 <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_nova_server_name_parameters_start_at_0.py>`_,test_nova_server_name_parameter_starts_at
`R-54340 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-54340>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property
``metadata`` key/value pair ``vf_module_index`` parameter **MUST**
be declared as ``vf_module_index`` and the parameter **MUST** be
defined as type: ``number``.",`test_server_parameters <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_server_parameters.py>`_,test_vf_module_index_parameter_type_and_parameter_name
`R-54458 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Resource%20IDs.html#R-54458>`_,"A VNF's Heat Orchestration Template's Resource
``OS::ContrailV2::VirtualMachineInterface`` that is attaching to a sub-interface
network Resource ID **MUST** use the naming convention

* ``{vm-type}_{vm-type_index}_subint_{network-role}_vmi_{vmi_index}``

where

* ``{vm-type}`` is the vm-type
* ``{vm-type_index}`` is the instance of the ``{vm-type}``
* ``{network-role}`` is the network-role of the network
  that the port (i.e. virtual machine interface) is attached to
* ``{vmi_index}`` is the instance of the vmi on the vm-type
  attached to the network of ``{network-role}``",`test_contrail_vmi_resource_id <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_contrail_vmi_resource_id.py>`_,test_contrail_instance_ip_resource_id_subint
`R-55218 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-55218>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server``
resource property
``metadata`` key/value pair ``vnf_id`` parameter ``vnf_id`` **MUST NOT**
have parameter constraints defined.",`test_required_parameters_no_constraints <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_required_parameters_no_constraints.py>`_,test_vnf_id_parameter_has_no_constraints
`R-55306 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-55306>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` key/value pair ``vf_module_index`` **MUST NOT**
be used in a ``OS::Cinder::Volume`` resource and **MUST NOT** be
used in VNF's Volume template;
it is not supported.",`test_volume_templates <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_volume_templates.py>`_,test_no_vf_module_index_in_cinder
`R-56183 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-56183>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata``key/value pair ``environment_context``
parameter ``environment_context`` **MUST NOT**
have parameter constraints defined.",`test_required_parameters_no_constraints <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_required_parameters_no_constraints.py>`_,test_environment_context_parameter_has_no_constraints
`R-56438 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Orchestration%20Templates%20Overview.html#R-56438>`_,"A VNF's Heat Orchestration Template's Nested YAML file extension **MUST**
be in the lower case format ``.yaml`` or ``.yml``.",`test_heat_pairs_provided <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_heat_pairs_provided.py>`_,test_heat_pairs_provided
`R-57282 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Parameters.html#R-57282>`_,"Each VNF's Heat Orchestration Template's ``{vm-type}`` **MUST**
have a unique parameter name for the ``OS::Nova::Server`` property
``image`` even if more than one ``{vm-type}`` shares the same image.",`test_nova_servers_resource_ids <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_nova_servers_resource_ids.py>`_,test_nova_servers_valid_resource_ids
`R-58670 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Parameters.html#R-58670>`_,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property
``image`` parameter name **MUST** follow the naming convention
``{vm-type}_image_name``.",`test_nova_servers_vm_types <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_nova_servers_vm_types.py>`_,test_nova_server_image_parameter
`R-589037 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Orchestration%20Templates%20Overview.html#R-589037>`_,"A VNF Heat Orchestration Template's Cinder Volume Module resources section
**MUST** only be defined using one of the following:

* one of more ``OS::Cinder::Volume`` resources
* one or more ``OS::Heat::ResourceGroup`` resources that call a nested YAML
  file that contains only ``OS::Cinder::Volume`` resources
* a resource that calls a nested YAML file (static nesting) that contains
  only ``OS::Cinder::Volume`` resources",`test_volume_module_naming <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_volume_module_naming.py>`_,test_detected_volume_module_follows_naming_convention
`R-59568 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Parameters.html#R-59568>`_,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property
``availability_zone`` parameter **MUST NOT** be enumerated in the Heat
Orchestration
Template's Environment File.",`test_environment_file_parameters <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_environment_file_parameters.py>`_,test_nova_server_az_parameter_doesnt_exist_in_environment_file
`R-599443 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Support%20of%20Environment%20Files.html#R-599443>`_,"A parameter enumerated in a
VNF's Heat Orchestration Template's environment file **MUST** be declared
in the
corresponding VNF's Heat Orchestration Template's YAML file's
``parameters:`` section.",`test_env_parameters_defined_in_template <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_env_parameters_defined_in_template.py>`_,test_env_params_are_defined_in_template
`R-60011 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Template%20Constructs.html#R-60011>`_,"A VNF's Heat Orchestration Template **MUST** have no more than two
levels of nesting.",`test_nesting_level <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_nesting_level.py>`_,test_nesting_level
`R-62187 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Resource%20IDs.html#R-62187>`_,"A VNF's Heat Orchestration Template's Resource ``OS::ContrailV2::InstanceIp``
that is configuring an IPv4 Address on a port attached to an internal network
Resource ID **MUST** use the naming convention

*  ``{vm-type}_{vm-type_index}_int_{network-role}_vmi_{vmi_index}_IP_{index}``

where

* ``{vm-type}`` is the vm-type
* ``{vm-type_index}`` is the instance of the ``{vm-type}``
* ``{network-role}`` is the network-role of the network
  that the port is attached to
* ``{vmi_index}`` is the instance of the virtual machine interface
  (e.g., port)  on the vm-type
  attached to the network of ``{network-role}``
* ``IP`` signifies that an IPv4 address is being configured
* ``{index}`` is the index of the IPv4 address",`test_contrail_instance_ip_resource_id <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_contrail_instance_ip_resource_id.py>`_,test_contrail_instance_ip_resource_id_internal
`R-62428 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-62428>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` key/value pair ``vnf_name`` parameter **MUST**
be declared as ``vnf_name`` and the parameter **MUST** be defined as
type: ``string``.",`test_server_parameters <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_server_parameters.py>`_,test_vnf_name_parameter_type_and_parameter_name
`R-62590 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Neutron%20Parameters.html#R-62590>`_,"The VNF's Heat Orchestration Template's Resource ``OS::Neutron::Port``
property ``fixed_ips``
map property ``ip_address``
parameter associated with an external network, i.e.,

 * ``{vm-type}_{network-role}_ip_{index}``
 * ``{vm-type}_{network-role}_v6_ip_{index}``
 * ``{vm-type}_{network-role}_ips``
 * ``{vm-type}_{network-role}_v6_ips``


**MUST NOT** be enumerated in the Heat Orchestration
Template's Environment File.  ONAP provides the IP address
assignments at orchestration time.",`test_environment_file_parameters <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_environment_file_parameters.py>`_,test_neutron_port_external_fixedips_ipaddress_parameter_doesnt_exist_in_environment_file
`R-62802 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Neutron%20Parameters.html#R-62802>`_,"When the VNF's Heat Orchestration Template's
resource ``OS::Neutron::Port`` is attaching
to an external network (per the ONAP definition, see
Requirement R-57424),
and an IPv4 address is being cloud assigned by OpenStack's DHCP Service
and the external network IPv4 subnet is to be specified
using the property ``fixed_ips``
map property ``subnet``, the parameter
**MUST** follow the naming convention

  * ``{network-role}_subnet_id``

where

  * ``{network-role}`` is the network role of the network.",`test_neutron_port_fixed_ips <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_neutron_port_fixed_ips.py>`_,test_neutron_port_external_fixed_ips
`R-62983 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Neutron%20Parameters.html#R-62983>`_,"When the VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` is attaching to an external network (per the
ONAP definition, see Requirement R-57424), the
``network`` parameter name **MUST**

  * follow the naming convention ``{network-role}_net_id`` if the Neutron
    network UUID value is used to reference the network
  * follow the naming convention ``{network-role}_net_name`` if the
    OpenStack network name is used to reference the network.

where ``{network-role}`` is the network-role of the external network
and a ``get_param`` **MUST** be used as the intrinsic function.",`test_network_format <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_network_format.py>`_,test_network_format
`R-663631 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Parameters.html#R-663631>`_,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property ``name`` value **MUST** be be obtained via a ``get_param``.",`test_nova_servers_vm_types_use_get_param <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_nova_servers_vm_types_use_get_param.py>`_,test_vm_type_assignments_on_nova_servers_only_use_get_param
`R-67231 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Orchestration%20Template%20Format.html#R-67231>`_,"A VNF's Heat Orchestration template's Environment File's
**MUST NOT** contain the ``resource_registry:`` section.",`test_env_no_resource_registry <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_env_no_resource_registry.py>`_,test_env_no_resource_registry
`R-67597 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-67597>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` key/value pair ``vm_role`` parameter ``vm_role``
**MUST NOT** have parameter constraints defined.",`test_required_parameters_no_constraints <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_required_parameters_no_constraints.py>`_,test_vm_role_parameter_has_no_constraints
`R-68023 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-68023>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` **SHOULD**
contain the key/value pair ``vf_module_name`` and the value **MUST**
be obtained via a ``get_param``.",`test_servers_metadata_use_get_param <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_servers_metadata_use_get_param.py>`_,test_servers_vf_module_name_metadata_use_get_param
`R-681859 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Neutron%20Parameters.html#R-681859>`_,"A VNF's Heat Orchestration Template's ``OS::Neutron::Port`` resource's

* Resource ID (defined in R-20453)
* property ``network`` parameter name (defined in R-62983 and
  R-86182)
* property ``fixed_ips``, map property ``ip_address`` parameter name
  (defined in R-40971, R-04697, R-71577, R-23503, R-78380, R-85235,
  R-27818, and R-29765)
* property ``fixed_ips``, map property ``subnet`` parameter name
  (defined in R-62802, R-15287, R-84123, R-76160)
* property ``allowed_address_pairs`` parameter name (defined in
  R-41492 and R-83418)

**MUST** contain the identical ``{network-role}``.",`test_port_resource_ids <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_port_resource_ids.py>`_,test_port_resource_ids
`R-69431 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Parameters.html#R-69431>`_,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property
``flavor`` parameter **MUST** be enumerated in the Heat Orchestration
Template's Environment File and a value **MUST** be assigned.",`test_environment_file_parameters <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_environment_file_parameters.py>`_,test_nova_server_flavor_parameter_exists_in_environment_file
`R-69634 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Neutron%20Parameters.html#R-69634>`_,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``fixed_ips``
map property ``subnet`` parameter
``int_{network-role}_subnet_id``
**MUST NOT** be enumerated in the
VNF's Heat Orchestration Template's Environment File.",`test_environment_file_parameters <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_environment_file_parameters.py>`_,test_neutron_port_fixedips_subnet_parameter_doesnt_exist_in_environment_file
`R-70276 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Orchestration%20Templates%20Overview.html#R-70276>`_,"A VNF HEAT's Orchestration Nested Template's YAML file name **MUST NOT**
be in the format ``{vm-type}.y[a]ml`` where ``{vm-type}`` is defined
in the Heat Orchestration Template.",`test_filename_is_vmtype_dot_yaml <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_filename_is_vmtype_dot_yaml.py>`_,test_filename_is_vmtype_dot_yaml
`R-708564 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Template%20Constructs.html#R-708564>`_,"If a VNF's Heat Orchestration Template's resource invokes a nested
YAML file, either statically or dynamically, the names of the parameters
passed into the nested YAML file **MUST NOT** change.",`test_nested_parameters <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_nested_parameters.py>`_,test_parameter_name_doesnt_change_in_nested_template
`R-71152 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Parameters.html#R-71152>`_,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property
``image`` parameter **MUST** be declared as type: ``string``.",`test_nova_servers_vm_types <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_nova_servers_vm_types.py>`_,test_nova_server_image_parameter
`R-71493 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-71493>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` **MUST**
contain the key/value pair ``vf_module_id``
and the value MUST be obtained via a ``get_param``.",`test_servers_have_required_metadata <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_servers_have_required_metadata.py>`_,test_servers_have_required_metadata
`R-71577 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Neutron%20Parameters.html#R-71577>`_,"When the VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` is attaching to an external network (per the
ONAP definition, see Requirement R-57424),
and an IPv6 address is assigned
using the property ``fixed_ips``
map property ``ip_address`` and the parameter type is defined as a string,
the parameter name **MUST** follow the
naming convention

* ``{vm-type}_{network-role}_v6_ip_{index}``

where

* ``{vm-type}`` is the {vm-type} associated with the
  ``OS::Nova::Server``
* ``{network-role}`` is the {network-role} of the external network
* ``{index}`` is a numeric value that **MUST** start at zero in a
  VNF's Heat Orchestration Template and **MUST** increment by one",`test_fixed_ips_include_vm_type_network_role <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_fixed_ips_include_vm_type_network_role.py>`_,test_fixed_ips_include_vm_type_network_role
`R-71699 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Orchestration%20Template%20Format.html#R-71699>`_,"A VNF's Heat Orchestration Template's Resource
**MUST NOT** reference a HTTP-based Nested YAML file.",`test_no_http_resources <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_no_http_resources.py>`_,test_no_http_resources
`R-72483 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-72483>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource property
``metadata`` **MUST** contain the key/value pair ``vnf_name`` and the
value **MUST** be obtained via a ``get_param``.",`test_servers_have_required_metadata <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_servers_have_required_metadata.py>`_,test_servers_have_required_metadata
`R-72871 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-72871>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource property
``metadata`` key/value pair ``vf_module_id`` parameter ``vf_module_id``
**MUST NOT**
be enumerated in the Heat Orchestration Template's environment file.",`test_environment_file_parameters <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_environment_file_parameters.py>`_,test_nova_server_vf_module_id_parameter_doesnt_exist_in_environment_file
`R-74304 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Orchestration%20Templates%20Overview.html#R-74304>`_,"A VNF's Heat Orchestration Template's Environment file extension **MUST**
be in the lower case format ``.env``.",`test_heat_pairs_provided <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_heat_pairs_provided.py>`_,test_heat_pairs_provided
`R-74978 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-74978>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` key/value pair ``workload_context``
parameter **MUST**
be declared as ``workload_context`` and the parameter **MUST**
be defined as type: ``string``.",`test_nova_servers_workload_context <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_nova_servers_workload_context.py>`_,test_workload_context
`R-75141 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Orchestration%20Template%20Format.html#R-75141>`_,"A VNF's Heat Orchestration Template's resource name
(i.e., <resource ID>) **MUST** only contain alphanumeric
characters and underscores ('_').",`test_resource_ids_alphanumeric_only <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_resource_ids_alphanumeric_only.py>`_,test_alphanumeric_resource_ids_only
`R-76014 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Resource%20IDs.html#R-76014>`_,"A VNF's Heat Orchestration Template's Resource
``OS::ContrailV2::ServiceHealthCheck``
Resource ID
**MUST**
contain the ``{vm-type}``.",`test_contrail_resource_id <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_contrail_resource_id.py>`_,test_contrail_servicehealthcheck_resource_id
`R-76057 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Orchestration%20Templates%20Overview.html#R-76057>`_,"VNF Heat Orchestration Template's Nested YAML file name **MUST** contain
only alphanumeric characters and underscores '_' and
**MUST NOT** contain the case insensitive word ``base``.",`test_base_template_names <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_base_template_names.py>`_,test_base_template_names
`R-76160 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Neutron%20Parameters.html#R-76160>`_,"When

  * the VNF's Heat Orchestration Template's
    resource ``OS::Neutron::Port`` in an Incremental Module is attaching
    to an internal network (per the ONAP definition, see Requirements
    R-52425 and R-46461)
    that is created in the Base Module, AND
  * an IPv6 address is being cloud assigned by OpenStack's DHCP Service AND
  * the internal network IPv6 subnet is to be specified
    using the property ``fixed_ips`` map property ``subnet``,

the parameter **MUST** follow the naming convention
``int_{network-role}_v6_subnet_id``,
where ``{network-role}`` is the network role of the internal network.

Note that the parameter **MUST** be defined as an ``output`` parameter in
the base module.",`test_neutron_port_fixed_ips <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_neutron_port_fixed_ips.py>`_,test_neutron_port_internal_fixed_ips
`R-76449 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Neutron%20Parameters.html#R-76449>`_,"A VNF's Heat Orchestration Template's **MUST NOT**
contain the Resource ``OS::Neutron::FloatingIPAssociation``.",`test_forbidden_resources <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_forbidden_resources.py>`_,test_neutron_floating_ip_association_resource_type
`R-76682 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Contrail%20Resource%20Parameters.html#R-76682>`_,"If a VNF's Heat Orchestration Template
``OS::ContrailV2::InterfaceRouteTable`` resource
``interface_route_table_routes`` property
``interface_route_table_routes_route`` map property parameter
``{vm-type}_{network-role}_route_prefixes``
**MUST NOT** be enumerated in the VNF's Heat Orchestration Template's
Environment File.",`test_environment_file_parameters <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_environment_file_parameters.py>`_,test_contrail_route_prefixes_parameter_doesnt_exist_in_environment_file
`R-76718 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Template%20Constructs.html#R-76718>`_,"If a VNF's Heat Orchestration Template uses the intrinsic function
``get_file``, the ``get_file`` target **MUST** be referenced in
the Heat Orchestration Template by file name.",`test_get_file_only_reference_local_files <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_get_file_only_reference_local_files.py>`_,test_get_file_only_reference_local_files
`R-78380 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Neutron%20Parameters.html#R-78380>`_,"When the VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` is attaching to an internal network (per the
ONAP definition, see Requirements R-52425 and R-46461),
and an IPv4 address is assigned
using the property ``fixed_ips``
map property ``ip_address`` and the parameter type is
defined as a ``string``,
the parameter name **MUST** follow the
naming convention

* ``{vm-type}_int_{network-role}_ip_{index}``

where

* ``{vm-type}`` is the {vm-type} associated with the
  ``OS::Nova::Server``
* ``{network-role}`` is the {network-role} of the internal network
* ``{index}`` is a numeric value that **MUST** start at zero in a
  VNF's Heat Orchestration Template and **MUST** increment by one",`test_fixed_ips_include_vm_type_network_role <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_fixed_ips_include_vm_type_network_role.py>`_,test_fixed_ips_include_vm_type_network_role
`R-80374 <https://docs.onap.org/en/latest/submodules/vnfrqts/requirements.git/docs/Chapter5/Heat/ONAP%20Heat%20Resource%20ID%20and%20Parameter%20Naming%20Convention/Nova%20Metadata%20Parameters.html#R-80374>`_,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` key/value pair ``vf_module_name``
parameter ``vf_module_name`` **MUST NOT**
be enumerated in the Heat Orchestration Template's environment file.",`test_environment_file_parameters <https://github.com/onap/vvp-validation-scripts/blob/master/ice_validator/tests/test_environment_file_parameters.py>`_,test_nova_server_vf_module_name_parameter_doesnt_exist_in_environment_file
