Requirement ID,Requirement,Section,Keyword,Validation Mode,Is Testable,Test Module,Test Name
R-65516,"A VNF's Heat Orchestration Template's Resource ``OS::Nova::Keypair`` applies to
all Virtual Machines in the VNF, the Resource ID **SHOULD** use the naming
convention

* ``{vnf-type}_keypair``

where

* ``{vnf-type}`` describes the VNF",OS::Nova::Keypair,SHOULD,,FALSE,,
R-65618,"A VNF's Heat Orchestration Template's Resource
``OS::ContrailV2::ServiceHealthCheck`` Resource ID **MAY** use the naming convention

* ``{vm-type}_RSHC_{LEFT|RIGHT}``

where

* ``{vm-type}`` is the vm-type
* ``RSHC`` signifies that it is the Resource Service Health Check
* ``LEFT`` is used if the Service Health Check is on the left interface
* ``RIGHT`` is used if the Service Health Check is on the right interface",OS::ContrailV2::ServiceHealthCheck,MAY,,FALSE,,
R-663631,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property ``name`` value **MUST** be be obtained via a ``get_param``.",Property: Name,MUST,static,TRUE,tests.test_nova_servers_vm_types_use_get_param,test_vm_type_assignments_on_nova_servers_only_use_get_param
R-67231,"A VNF's Heat Orchestration template's Environment File's
**MUST NOT** contain the ``resource_registry:`` section.",Environment File Format,MUST NOT,static,TRUE,tests.test_env_no_resource_registry,test_env_no_resource_registry
R-67386,"A VNF's Heat Orchestration Template's Resource **MAY** declare the
attribute ``metadata``.",metadata,MAY,static,FALSE,,
R-67597,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` key/value pair ``vm_role`` parameter ``vm_role``
**MUST NOT** have parameter constraints defined.",vm_role,MUST NOT,static,TRUE,tests.test_required_parameters_no_constraints,test_vm_role_parameter_has_no_constraints
R-67793,"When a VNF's Heat Orchestration Template's resource is associated
with more than one ``{vm-type}`` and/or more than one internal and/or
external network, the Resource ID **MUST** not contain the ``{vm-type}``
and/or ``{network-role}``/``int_{network-role}``. It also should contain the
term ``shared`` and/or contain text that identifies the VNF.",Resource IDs,MUST NOT,none,FALSE,,
R-68023,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` **SHOULD**
contain the key/value pair ``vf_module_name`` and the value **MUST**
be obtained via a ``get_param``.",vf_module_name,MUST,,TRUE,tests.test_servers_metadata_use_get_param,test_servers_vf_module_name_metadata_use_get_param
R-68122,"A VNF's incremental module **MAY** be deployed more than once,
either during initial VNF deployment and/or scale out.",ONAP VNF Modularity Overview,MAY,,FALSE,,
R-681859,"A VNF's Heat Orchestration Template's ``OS::Neutron::Port`` resource's

* Resource ID (defined in R-20453)
* property ``network`` parameter name (defined in R-62983 and
  R-86182)
* property ``fixed_ips``, map property ``ip_address`` parameter name
  (defined in R-40971, R-04697, R-71577, R-23503, R-78380, R-85235,
  R-27818, and R-29765)
* property ``fixed_ips``, map property ``subnet`` parameter name
  (defined in R-62802, R-15287, R-84123, R-76160)
* property ``allowed_address_pairs`` parameter name (defined in
  R-41492 and R-83418)

**MUST** contain the identical ``{network-role}``.",Items to Note,MUST,,TRUE,tests.test_port_resource_ids,test_port_resource_ids
R-68198,"A VNF's Heat Orchestration template's Environment File's
``parameters:`` section **MAY** (or **MAY NOT**) enumerate parameters.",Environment File Format,MAY,,FALSE,,
R-68520,"A VNF's Heat Orchestration Template's Resource ``OS::Neutron::Port``
that is creating a *Reserve Port* with an IPv6 address Resource ID
**SHOULD** use the naming convention

* ``reserve_port_{vm-type}_{network-role}_floating_v6_ip_{index}``

where

* ``{vm-type}`` is the vm-type
* ``{network-role}`` is the network-role of the network
  that the port is attached to
* ``{index}`` is the instance of the IPv6 *Reserve Port*
  for the vm-type attached to the network of ``{network-role}``",OS::Neutron::Port,SHOULD,none,FALSE,,
R-69014,"When a VNF's port connects to an internal network or external network,
a network role, referred to
as the ``{network-role}`` **MUST** be assigned to the network for
use in the VNF's Heat Orchestration Template.  The ``{network-role}``
is used in the VNF's Heat Orchestration Template resource IDs
and resource property parameter names.",{network-role},MUST,none,FALSE,,
R-69431,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property
``flavor`` parameter **MUST** be enumerated in the Heat Orchestration
Template's Environment File and a value **MUST** be assigned.",Property: flavor,MUST,static,TRUE,tests.test_environment_file_parameters,test_nova_server_flavor_parameter_exists_in_environment_file
R-69588,"When a VNF's Heat Orchestration Template's Virtual Machine
(i.e., ``OS::Nova::Server`` Resource) boots from Cinder Volume, the
``OS::Nova::Server`` resource property
``block_device_mapping`` or ``block_device_mapping_v2``
**MUST** be used.",Boot Options,MUST,none,FALSE,,
R-69634,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``fixed_ips``
map property ``subnet`` parameter
``int_{network-role}_subnet_id``
**MUST NOT** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","Property: fixed_ips, Map Property: subnet",MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_fixedips_subnet_parameter_doesnt_exist_in_environment_file
R-69663,"A VNF **MAY** be composed from one or more Heat Orchestration
Templates, each of which represents a subset of the overall VNF.",ONAP VNF Modularity Overview,MAY,,FALSE,,
R-70276,"A VNF HEAT's Orchestration Nested Template's YAML file name **MUST NOT**
be in the format ``{vm-type}.y[a]ml`` where ``{vm-type}`` is defined
in the Heat Orchestration Template.",Nested Heat file,MUST NOT,static,TRUE,tests.test_filename_is_vmtype_dot_yaml,test_filename_is_vmtype_dot_yaml
R-708564,"If a VNF's Heat Orchestration Template's resource invokes a nested
YAML file, either statically or dynamically, the names of the parameters
passed into the nested YAML file **MUST NOT** change.",Nested Heat Template Requirements,MUST,,TRUE,tests.test_nested_parameters,test_parameter_name_doesnt_change_in_nested_template
R-70964,"If a VNF's Port is attached to an internal network and the port's
IP addresses are statically assigned by the VNF's Heat Orchestration\
Template (i.e., enumerated in the Heat Orchestration Template's
environment file), the ``OS::Neutron::Port`` Resource's

* property ``fixed_ips`` map property ``ip_address`` **MUST** be used
* property ``fixed_ips`` map property ``subnet``
  **MUST NOT** be used",Items to Note,MUST NOT,none,FALSE,,
R-71152,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property
``image`` parameter **MUST** be declared as type: ``string``.",Property: image,MUST,static,TRUE,tests.test_nova_servers_vm_types,test_nova_server_image_parameter
R-71493,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` **MUST**
contain the key/value pair ``vf_module_id``
and the value MUST be obtained via a ``get_param``.",vf_module_id,MUST,static,TRUE,tests.test_servers_have_required_metadata,test_servers_have_required_metadata
R-71577,"When the VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` is attaching to an external network (per the
ONAP definition, see Requirement R-57424),
and an IPv6 address is assigned
using the property ``fixed_ips``
map property ``ip_address`` and the parameter type is defined as a string,
the parameter name **MUST** follow the
naming convention

* ``{vm-type}_{network-role}_v6_ip_{index}``

where

* ``{vm-type}`` is the {vm-type} associated with the
  ``OS::Nova::Server``
* ``{network-role}`` is the {network-role} of the external network
* ``{index}`` is a numeric value that **MUST** start at zero in a
  VNF's Heat Orchestration Template and **MUST** increment by one","Property: fixed_ips, Map Property: ip_address",MUST,static,TRUE,tests.test_fixed_ips_include_vm_type_network_role,test_fixed_ips_include_vm_type_network_role
R-71699,"A VNF's Heat Orchestration Template's Resource
**MUST NOT** reference a HTTP-based Nested YAML file.",type,MUST NOT,static,TRUE,tests.test_no_http_resources,test_no_http_resources
R-72483,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource property
``metadata`` **MUST** contain the key/value pair ``vnf_name`` and the
value **MUST** be obtained via a ``get_param``.",vnf_name,MUST,static,TRUE,tests.test_servers_have_required_metadata,test_servers_have_required_metadata
R-72871,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource property
``metadata`` key/value pair ``vf_module_id`` parameter ``vf_module_id``
**MUST NOT**
be enumerated in the Heat Orchestration Template's environment file.",vf_module_id,MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_nova_server_vf_module_id_parameter_doesnt_exist_in_environment_file
R-73213,"A VNF's Heat Orchestration Template's Resource ``OS::Neutron::SecurityGroup`` that
is applicable to more than one ``{vm-type}`` and one internal network Resource ID
**SHOULD** use the naming convention

* ``int_{network-role}_security_group``

where

* ``{network-role}`` is the network-role",OS::Neutron::SecurityGroup,SHOULD,,FALSE,,
R-74304,"A VNF's Heat Orchestration Template's Environment file extension **MUST**
be in the lower case format ``.env``.",ONAP Heat Orchestration Template Filenames,MUST,static,TRUE,tests.test_heat_pairs_provided,test_heat_pairs_provided
R-74978,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` key/value pair ``workload_context``
parameter **MUST**
be declared as ``workload_context`` and the parameter **MUST**
be defined as type: ``string``.",workload_context,MUST,static,TRUE,tests.test_nova_servers_workload_context,test_workload_context
R-75141,"A VNF's Heat Orchestration Template's resource name
(i.e., <resource ID>) **MUST** only contain alphanumeric
characters and underscores ('_').",resource ID,MUST,static,TRUE,tests.test_resource_ids_alphanumeric_only,test_alphanumeric_resource_ids_only
R-76014,"A VNF's Heat Orchestration Template's Resource
``OS::ContrailV2::ServiceHealthCheck``
Resource ID
**MUST**
contain the ``{vm-type}``.",OS::ContrailV2::ServiceHealthCheck,MUST,static,TRUE,tests.test_contrail_resource_id,test_contrail_servicehealthcheck_resource_id
R-76057,"VNF Heat Orchestration Template's Nested YAML file name **MUST** contain
only alphanumeric characters and underscores '_' and
**MUST NOT** contain the case insensitive word ``base``.",Nested Heat file,MUST,static,TRUE,tests.test_base_template_names,test_base_template_names
R-76160,"When

  * the VNF's Heat Orchestration Template's
    resource ``OS::Neutron::Port`` in an Incremental Module is attaching
    to an internal network (per the ONAP definition, see Requirements
    R-52425 and R-46461)
    that is created in the Base Module, AND
  * an IPv6 address is being cloud assigned by OpenStack's DHCP Service AND
  * the internal network IPv6 subnet is to be specified
    using the property ``fixed_ips`` map property ``subnet``,

the parameter **MUST** follow the naming convention
``int_{network-role}_v6_subnet_id``,
where ``{network-role}`` is the network role of the internal network.

Note that the parameter **MUST** be defined as an ``output`` parameter in
the base module.","Property: fixed_ips, Map Property: subnet",MUST,static,TRUE,tests.test_neutron_port_fixed_ips,test_neutron_port_internal_fixed_ips
R-76449,"A VNF's Heat Orchestration Template's **MUST NOT**
contain the Resource ``OS::Neutron::FloatingIPAssociation``.","VIP Assignment, External Networks, Supported by Automation",MUST NOT,static,TRUE,tests.test_forbidden_resources,test_neutron_floating_ip_association_resource_type
R-76682,"If a VNF's Heat Orchestration Template
``OS::ContrailV2::InterfaceRouteTable`` resource
``interface_route_table_routes`` property
``interface_route_table_routes_route`` map property parameter
``{vm-type}_{network-role}_route_prefixes``
**MUST NOT** be enumerated in the VNF's Heat Orchestration Template's
Environment File.",Interface Route Table Prefixes for Contrail InterfaceRoute Table,MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_contrail_route_prefixes_parameter_doesnt_exist_in_environment_file
R-76718,"If a VNF's Heat Orchestration Template uses the intrinsic function
``get_file``, the ``get_file`` target **MUST** be referenced in
the Heat Orchestration Template by file name.",Heat Files Support (get_file),MUST,static,TRUE,tests.test_get_file_only_reference_local_files,test_get_file_only_reference_local_files
R-78380,"When the VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` is attaching to an internal network (per the
ONAP definition, see Requirements R-52425 and R-46461),
and an IPv4 address is assigned
using the property ``fixed_ips``
map property ``ip_address`` and the parameter type is
defined as a ``string``,
the parameter name **MUST** follow the
naming convention

* ``{vm-type}_int_{network-role}_ip_{index}``

where

* ``{vm-type}`` is the {vm-type} associated with the
  ``OS::Nova::Server``
* ``{network-role}`` is the {network-role} of the internal network
* ``{index}`` is a numeric value that **MUST** start at zero in a
  VNF's Heat Orchestration Template and **MUST** increment by one","Property: fixed_ips, Map Property: ip_address",MUST,static,TRUE,tests.test_fixed_ips_include_vm_type_network_role,test_fixed_ips_include_vm_type_network_role
R-78569,"VNF's Heat Orchestration Template's Resource **MAY** declare the
attribute ``external_id:``.",external_id,MAY,,FALSE,,
R-79817,"A VNF's Heat Orchestration Template's parameter defined
in a non-nested YAML file as
type ``comma_delimited_list`` **MAY** have a parameter constraint defined.",constraints,MAY,,FALSE,,
R-80374,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` key/value pair ``vf_module_name``
parameter ``vf_module_name`` **MUST NOT**
be enumerated in the Heat Orchestration Template's environment file.",vf_module_name,MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_nova_server_vf_module_name_parameter_doesnt_exist_in_environment_file
R-80829,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``fixed_ips``
map property ``subnet`` parameter
``{network-role}_v6_subnet_id``
**MUST NOT** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","Property: fixed_ips, Map Property: subnet",MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_fixedips_subnet_parameter_doesnt_exist_in_environment_file
R-81214,"A VNF's Heat Orchestration Template's Resource
``OS::ContrailV2::InterfaceRouteTable``
Resource ID
**MUST**
contain the ``{network-role}``.",OS::ContrailV2::InterfaceRouteTable,MUST,static,TRUE,tests.test_contrail_resource_id,test_contrail_interfaceroutetable_resource_id
R-81339,"A VNF Heat Orchestration Template's Base Module file name **MUST** include
case insensitive 'base' in the filename and
**MUST** match one of the following four
formats:

 1.) ``base_<text>.y[a]ml``

 2.) ``<text>_base.y[a]ml``

 3.) ``base.y[a]ml``

 4.) ``<text>_base_<text>``.y[a]ml

where ``<text>`` **MUST** contain only alphanumeric characters and
underscores '_' and **MUST NOT** contain the case insensitive word ``base``.",Base Modules,MUST,static,TRUE,tests.test_base_template_names,test_base_template_names
R-81725,A VNF's Incremental Module **MUST** have a corresponding Environment File,ONAP VNF Modularity Overview,MUST,static,TRUE,tests.test_env_and_yaml_same_name,test_env_and_yaml_same_name
R-81979,"A VNF's Heat Orchestration Template's Resource ``OS::ContrailV2::NetworkIpam``
Resource ID **MAY** use the naming convention

* ``{network-role}_RNI``

where

* ``{network-role}`` is the network-role
* ``RNI`` signifies that it is the Resource Network IPAM",OS::ContrailV2::NetworkIpam,MAY,,FALSE,,
R-82115,"When a VNF's Heat Orchestration Template's resource is associated with a
single ``{vm-type}``
and a single external network, the Resource ID text **MUST** contain both
the ``{vm-type}``
and the ``{network-role}``

- the ``{vm-type}`` **MUST** appear before the ``{network-role}`` and
  **MUST** be separated by an underscore '_'


  - e.g., ``{vm-type}_{network-role}``, ``{vm-type}_{index}_{network-role}``


- note that an ``{index}`` value **MAY** separate the ``{vm-type}`` and the
  ``{network-role}`` and when this occurs underscores **MUST** separate the
  three values.  (e.g., ``{vm-type}_{index}_{network-role}``).",Resource IDs,MUST,none,FALSE,,
R-82134,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource property
``metadata`` key/value pair ``vf_module_id`` parameter **MUST**
be declared as ``vf_module_id`` and the parameter **MUST**
be defined as type: ``string``.",vf_module_id,MUST,static,TRUE,tests.test_server_parameters,test_vf_module_id_parameter_type_and_parameter_name
R-82481,"A VNF's Heat Orchestration Template's Resource property parameter that is
associated with a unique Virtual Machine type **MUST** include
``{vm-type}`` as part of the parameter name with two exceptions:

 1.) The Resource ``OS::Nova::Server`` property ``availability_zone``
 parameter **MUST NOT** be prefixed with a common ``{vm-type}`` identifier,

 2.) The Resource ``OS::Nova::Server`` eight mandatory and optional
 ``metadata``
 parameters (i.e., ``vnf_name``, ``vnf_id``, ``vf_module_id``,
 ``vf_module_name``, ``vm_role``,
 ``vf_module_index``, ``environment_context``, ``workload_context``)
 **MUST NOT** be prefixed with a common ``{vm-type}`` identifier.",{vm-type},MUST,static,TRUE,,
R-82551,"When a VNF's Heat Orchestration Template's resource is associated with a
single ``{vm-type}`` and a single internal network, the Resource ID **MUST**
contain both the ``{vm-type}`` and the ``int_{network-role}`` and

- the ``{vm-type}`` **MUST** appear before the ``int_{network-role}`` and
  **MUST** be separated by an underscore '_'

  - (e.g., ``{vm-type}_int_{network-role}``,
    ``{vm-type}_{index}_int_{network-role}``)

- note that an ``{index}`` value **MAY** separate the
  ``{vm-type}`` and the ``int_{network-role}`` and when this occurs
  underscores **MUST** separate the three values.
  (e.g., ``{vm-type}_{index}_int_{network-role}``).",Resource IDs,MUST,none,FALSE,,
R-82732,"A VNF Heat Orchestration Template's Cinder Volume Module **MUST**
be named identical to the base or incremental module it is supporting with
``_volume`` appended.",Cinder Volume Modules,MUST,static,TRUE,tests.test_volume_outputs_consumed,test_volume_module_name_matches_incremental_or_base_module
R-83412,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``allowed_address_pairs``
map property ``ip_address`` parameter
``{vm-type}_{network-role}_floating_ip``
**MUST NOT** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","VIP Assignment, External Networks, Supported by Automation",MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_aap_ip_parameter_doesnt_exist_in_environment_file
R-83418,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``allowed_address_pairs``
map property ``ip_address`` parameter
``{vm-type}_{network-role}_floating_v6_ip``
**MUST NOT** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","VIP Assignment, External Networks, Supported by Automation",MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_aap_ip_parameter_doesnt_exist_in_environment_file
R-83677,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``fixed_ips``
map property ``subnet`` parameter
``{network-role}_subnet_id``
**MUST NOT** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","Property: fixed_ips, Map Property: subnet",MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_fixedips_subnet_parameter_doesnt_exist_in_environment_file
R-83706,"When a VNF's Heat Orchestration Template's Virtual Machine
(i.e., ``OS::Nova::Server`` resource) boots from an image, the
``OS::Nova::Server`` resource property ``image`` **MUST** be used.",Boot Options,MUST,none,FALSE,,
R-84123,"When

  * the VNF's Heat Orchestration Template's
    resource ``OS::Neutron::Port`` in an Incremental Module is attaching
    to an internal network (per the ONAP definition, see
    Requirements R-52425 and R-46461)
    that is created in the Base Module, AND
  * an IPv4 address is being cloud assigned by OpenStack's DHCP Service AND
  * the internal network IPv4 subnet is to be specified
    using the property ``fixed_ips`` map property ``subnet``,

the parameter **MUST** follow the naming convention

  * ``int_{network-role}_subnet_id``

where

  * ``{network-role}`` is the network role of the internal network

Note that the parameter **MUST** be defined as an ``output`` parameter in
the base module.","Property: fixed_ips, Map Property: subnet",MUST,static,TRUE,tests.test_neutron_port_fixed_ips,test_neutron_port_internal_fixed_ips
R-84322,"A VNF's Heat Orchestration Template's Resource property parameter that
is associated with an internal network **MUST** include
``int_{network-role}`` as part of the parameter name,
where ``int_`` is a hard coded string.",{network-role},MUST,none,FALSE,,
R-84457,"A VNF's Heat Orchestration Template's Resource ``OS::ContrailV2::PortTuple``
Resource ID **MAY** use the naming convention

* ``{vm-type}_RPT``

where

* ``{vm-type}`` is the vm-type
* ``RPT`` signifies that it is the Resource Port Tuple",OS::ContrailV2::PortTuple,MAY,,FALSE,,
R-84517,"The Contrail GUI has a limitation displaying special characters.
The issue is documented in
https://bugs.launchpad.net/juniperopenstack/+bug/1590710.
It is recommended that special **SHOULD** characters be avoided.
However, if special characters must be used, note that for
the following resources:

* Virtual Machine
* Virtual Network
* Port
* Security Group
* Policies
* IPAM Creation

the only special characters supported
are - \"" ! $\ \ ' ( ) = ~ ^ | @ ` { } [ ] > , . _""",Contrail Issue with Values for the Property Name,SHOULD,,FALSE,,
R-85235,"When the VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` is attaching to an internal network (per the
ONAP definition, see Requirements R-52425 and R-46461),
and an IPv4 address is assigned
using the property ``fixed_ips``
map property ``ip_address`` and the parameter type is defined as a
``comma_delimited_list``,
the parameter name **MUST** follow the
naming convention

  * ``{vm-type}_int_{network-role}_ips``

where

  * ``{vm-type}`` is the {vm-type} associated with the
    ``OS::Nova::Server``
  * ``{network-role}`` is the {network-role} of the internal
    network","Property: fixed_ips, Map Property: ip_address",MUST,static,TRUE,tests.test_fixed_ips_include_vm_type_network_role,test_fixed_ips_include_vm_type_network_role
R-85328,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource property
``metadata`` **MAY**
contain the key/value pair ``vm_role`` and the value **MUST** be
obtained either via

- ``get_param``
- hard coded in the key/value pair ``vm_role``.",vm_role,MAY,,FALSE,,
R-85734,"If a VNF's Heat Orchestration Template contains the property ``name``
for a non ``OS::Nova::Server`` resource, the intrinsic function
``str_replace`` **MUST** be used in conjunction with the ONAP
supplied metadata parameter ``vnf_name`` to generate a unique value.
Additional data **MAY** be used in the ``str_replace`` construct
to generate a unique value.",Resource Property “name”,MUST,static,TRUE,tests.test_non_server_name,test_non_server_name
R-86182,"When the VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` is attaching to an internal network (per the
ONAP definition, see Requirements R-52425 and R-46461),
and the internal network is created in a
different Heat Orchestration Template than the ``OS::Neutron::Port``,
the ``network`` parameter name **MUST**

  * follow the naming convention ``int_{network-role}_net_id`` if the Neutron
    network UUID value is used to reference the network
  * follow the naming convention ``int_{network-role}_net_name`` if the
    OpenStack network name in is used to reference the network.

where ``{network-role}`` is the network-role of the internal network and
a ``get_param`` **MUST** be used as the intrinsic function.",Property: network,MUST,static,TRUE,tests.test_network_format,test_network_format
R-86285,"A VNF's Heat Orchestration template **MUST** have a
corresponding environment file.",Environment File Format,MUST,static,TRUE,tests.test_heat_pairs_provided,test_heat_pairs_provided
R-86476,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource
property ``metadata`` key/value pair ``vm_role`` value **MUST**
only contain alphanumeric characters and underscores (i.e., '_').",vm_role,MUST,static,TRUE,tests.test_vm_role_value,test_vm_role_hardcoded
R-86497,"A VNF's Heat Orchestration Template's Resource
``OS::Cinder::VolumeAttachment``
Resource ID
**SHOULD**
use the naming convention

* ``{vm-type}_volume_attachment_{index}``

where

* ``{vm-type}`` is the vm-type
* ``{index}`` starts at zero and increments by one",OS::Cinder::VolumeAttachment,SHOULD,,FALSE,,
R-86588,"A VNF's Heat Orchestration Template's ``{network-role}`` case in Resource
property parameter names **SHOULD** match the case of ``{network-role}``
in Resource IDs and vice versa.",{network-role},SHOULD,,FALSE,,
R-86926,A VNF's incremental module **MAY** be used for scale out only.,ONAP VNF Modularity Overview,MAY,,FALSE,,
R-86972,"A VNF **SHOULD** create the internal network in the VNF's Heat
Orchestration Template Base Module.",Internal Networks,SHOULD,,FALSE,,
R-87004,"A VNF's Heat Orchestration Template's Resource
``OS::Cinder::Volume``
Resource ID
**SHOULD**
use the naming convention

* ``{vm-type}_volume_{index}``

where

* ``{vm-type}`` is the vm-type
* ``{index}`` starts at zero and increments by one",OS::Cinder::Volume,SHOULD,,FALSE,,
R-87096,"A VNF **MAY** contain zero, one or more than one internal network.",Internal Networks,MAY,,FALSE,,
R-87123,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``fixed_ips``
map property ``ip_address`` parameter
``{vm-type}_{network-role}_v6_ip_{index}``
**MUST NOT** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","Property: fixed_ips, Map Property: ip_address",MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_external_fixedips_ipaddress_parameter_doesnt_exist_in_environment_file
R-87247,"VNF Heat Orchestration Template's Incremental Module file name
**MUST** contain only alphanumeric characters and underscores
'_' and **MUST NOT** contain the case insensitive word ``base``.",Incremental Modules,MUST,static,TRUE,tests.test_base_template_names,test_base_template_names
R-87485,"A VNF's Heat Orchestration Template's file extension **MUST**
be in the lower case format ``.yaml`` or ``.yml``.",ONAP Heat Orchestration Template Filenames,MUST,static,TRUE,tests.test_base_template_names,test_base_template_names
R-87563,"A VNF's Heat Orchestration Template's Resource ``OS::ContrailV2::InstanceIp``
that is configuring an IPv6 Address on a port attached to an internal network
Resource ID **MUST** use the naming convention

*  ``{vm-type}_{vm-type_index}_int_{network-role}_vmi_{vmi_index}_v6_IP_{index}``

where

* ``{vm-type}`` is the vm-type
* ``{vm-type_index}`` is the instance of the ``{vm-type}``
* ``{network-role}`` is the network-role of the network
  that the port is attached to
* ``{vmi_index}`` is the instance of the virtual machine interface
  (e.g., port)  on the vm-type
  attached to the network of ``{network-role}``
* ``v6_IP`` signifies that an IPv6 address is being configured
* ``{index}`` is the index of the IPv6 address",OS::ContrailV2::InstanceIp,MUST,static,TRUE,tests.test_contrail_instance_ip_resource_id,test_contrail_instance_ip_resource_id_internal
R-87817,"When the VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property ``name`` parameter is defined as a ``comma_delimited_list``,
the parameter name **MUST** follow the naming convention
``{vm-type}_names``.",Property: Name,MUST,static,TRUE,tests.test_nova_servers_vm_types,test_nova_server_name_parameter
R-88524,"A VNF's Heat Orchestration Template's Volume Template
Output Parameter names
**MUST** contain ``{vm-type}`` when appropriate.",ONAP Volume Template Output Parameters:,MUST,none,FALSE,,
R-88536,"A VNF's Heat Orchestration Template's OS::Nova::Server
Resource **SHOULD** contain the metadata map value parameter
'environment_context'.",environment_context,SHOULD,,FALSE,,
R-88540,"A VNF's Heat Orchestration Template's Resource ``OS::ContrailV2::InstanceIp``
that is configuring an IPv6 Address on a sub-interface port attached to a
sub-interface network Resource ID **MUST**
use the naming convention

*  ``{vm-type}_{vm-type_index}_subint_{network-role}_vmi_{vmi_index}_v6_IP_{index}``

where

* ``{vm-type}`` is the vm-type
* ``{vm-type_index}`` is the instance of the ``{vm-type}``
* ``{network-role}`` is the network-role of the network
  that the port is attached to
* ``{vmi_index}`` is the instance of the virtual machine interface
  (e.g., port)  on the vm-type
  attached to the network of ``{network-role}``
* ``v6_IP`` signifies that an IPv6 address is being configured
* ``{index}`` is the index of the IPv6 address",OS::ContrailV2::InstanceIp,MUST,static,TRUE,tests.test_contrail_instance_ip_resource_id,test_contrail_instance_ip_resource_id_subint
R-88863,"A VNF's Heat Orchestration Template's parameter defined
in a non-nested YAML file as type
``number`` **MAY** have a parameter constraint defined.",constraints,MAY,static,FALSE,,
R-89913,"A VNF's Heat Orchestration Template's Cinder Volume Module Output
Parameter(s)
**MUST** include the
UUID(s) of the Cinder Volumes created in template.",ONAP Volume Module Output Parameters,MUST,static,TRUE,tests.test_volume_templates_outputs,test_volume_templates_contains_outputs
R-90022,"A VNF's Nested YAML file **MAY** be invoked more than once by
a VNF's Heat Orchestration Template.",Nested Heat Template Requirements,MAY,,FALSE,,
R-901331,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property ``image`` value **MUST** be be obtained via a ``get_param``.",Property: image,MUST,static,TRUE,tests.test_nova_servers_vm_types_use_get_param,test_vm_type_assignments_on_nova_servers_only_use_get_param
R-90152,"A VNF's Heat Orchestration Template's
``resources:`` section **MUST** contain the declaration of at
least one resource.",resources,MUST,static,TRUE,tests.test_initial_configuration,test_06_heat_template_resource_section_has_resources
R-90206,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``fixed_ips``
map property ``ip_address`` parameter
``{vm-type}_int_{network-role}_int_ips``
**MUST** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","Property: fixed_ips, Map Property: ip_address",MUST,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_internal_fixedips_ipaddress_parameter_exists_in_environment_file
R-90279,"A VNF Heat Orchestration's template's parameter **MUST** be used
in a resource with the exception of the parameters for the
``OS::Nova::Server`` resource property ``availability_zone``.",parameters,MUST,static,TRUE,tests.test_all_parameters_used_in_template,test_all_parameters_used_in_template
